vendor_brand,vendor_sku,vendor_cost,vendor_core_cost,Stock,description,map_price
Fram,FPCA192,6.98,0.00,7,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA2719B,7.35,0.00,6,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA324A,7.75,0.00,15,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA326,7.18,0.00,19,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA327,7.52,0.00,10,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3373,6.31,0.00,11,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3492,11.31,0.00,29,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA351,7.29,0.00,20,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA352,7.13,0.00,12,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA353,7.70,0.00,12,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3549,11.20,0.00,14,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3588,11.41,0.00,6,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3647,4.69,0.00,27,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3660,4.30,0.00,26,FRAM PRO AIR FILTER 3PK,
Fram,FPCA3901,4.17,0.00,5,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3902,7.48,0.00,22,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA3914,7.51,0.00,14,FRAM PRO AIR FILTER 3PK,
Fram,FPCA3916,3.20,0.00,19,FRAM PRO AIR FILTER 3PK,
Fram,FPCA4939,12.56,0.00,8,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA5056,5.95,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA5058,3.41,0.00,24,FRAM PRO AIR FILTER 3PK,
Fram,FPCA5125,7.20,0.00,12,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA5466,8.69,0.00,2,FRAM PRO AIR FILTER 3PK,
Fram,FPCA5595,10.06,0.00,15,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA6366,6.06,0.00,17,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA6395,6.60,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA6807,6.97,0.00,8,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA6850,10.19,0.00,22,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA6900,7.96,0.00,8,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7094,5.53,0.00,29,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7174,6.55,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7344,7.45,0.00,26,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7351,5.62,0.00,6,FRAM PRO AIR FILTER 3PK,
Fram,FPCA7365,6.89,0.00,30,FRAM PRO AIR FILTER 3PK,
Fram,FPCA7417,8.06,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7420,7.31,0.00,6,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7421,3.90,0.00,9,FRAM PRO AIR FILTER 3PK,
Fram,FPCA7431,7.76,0.00,15,FRAM PRO AIR FILTER 3PK,
Fram,FPCA7432,7.40,0.00,15,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7597,4.14,0.00,24,FRAM PRO AIR FILTER 3PK,
Fram,FPCA7598,4.48,0.00,15,FRAM PRO AIR FILTER 3PK,
Fram,FPCA7614,7.28,0.00,17,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7626,7.24,0.00,6,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7628,7.30,0.00,14,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7730,5.56,0.00,25,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA7764,4.05,0.00,13,FRAM PRO AIR FILTER 3PK,
Fram,FPCA7774,6.85,0.00,15,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8037,17.99,0.00,17,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8038,9.65,0.00,26,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8039,6.30,0.00,6,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8040,4.60,0.00,19,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8069,8.23,0.00,12,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8080,7.65,0.00,17,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8127,15.71,0.00,15,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8133,7.85,0.00,15,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8141,9.32,0.00,14,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8142,5.82,0.00,15,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8205,5.63,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8208,7.53,0.00,18,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8221,5.55,0.00,27,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8243,4.81,0.00,4,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8475,7.71,0.00,9,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8548,5.78,0.00,15,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8602,7.01,0.00,30,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8606,5.25,0.00,29,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8747,4.27,0.00,23,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8754,4.15,0.00,23,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8755A,9.93,0.00,9,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8756,6.82,0.00,3,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8766,5.81,0.00,17,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8805,6.74,0.00,27,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8817,6.54,0.00,8,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8918,8.10,0.00,12,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8922,8.55,0.00,12,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8925,8.26,0.00,17,FRAM PRO AIR FILTER 3PK,
Fram,FPCA8956,5.81,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8969,5.09,0.00,24,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8970,5.04,0.00,15,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA8997,7.32,0.00,11,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9007,6.44,0.00,7,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9053,6.31,0.00,28,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9054,4.69,0.00,19,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9113,6.01,0.00,21,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9115,7.30,0.00,5,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9269,11.57,0.00,1,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9286,8.32,0.00,8,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9332,5.69,0.00,8,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9345,7.42,0.00,20,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9359,7.94,0.00,7,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9360,6.22,0.00,3,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9361,9.03,0.00,25,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9392,4.86,0.00,4,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9400,10.50,0.00,28,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9401,7.04,0.00,6,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9441,8.24,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9481,8.43,0.00,9,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9482,6.84,0.00,5,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9492,8.35,0.00,21,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9493,8.51,0.00,18,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9516,74.82,0.00,23,FRAM PRO AIR FILTER 1PK.,
Fram,FPCA9525,9.71,0.00,15,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9555,7.96,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9563,7.53,0.00,30,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9564,7.71,0.00,10,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9589,7.58,0.00,29,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9600,7.51,0.00,22,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9662,12.26,0.00,14,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9669,12.70,0.00,13,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9683,8.39,0.00,7,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9687,6.25,0.00,11,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9762,7.36,0.00,3,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9778,12.57,0.00,29,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9838,6.51,0.00,3,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9895,7.29,0.00,11,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9898,11.61,0.00,27,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9902,8.15,0.00,27,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9944,6.03,0.00,14,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9948,5.59,0.00,30,FRAM PRO AIR FILTER 3PK.,
Fram,FPCA9969,8.39,0.00,29,FRAM PRO AIR FILTER 3PK,
Fram,FPCA9997,8.16,0.00,25,FRAM PRO AIR FILTER 3PK,
Fram,FPCF10132,8.59,0.00,8,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10133,4.46,0.00,15,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10134,6.58,0.00,1,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10135,8.44,0.00,21,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10136,19.91,0.00,30,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10137,15.92,0.00,13,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10138,7.83,0.00,20,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10139,8.93,0.00,24,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10140,7.22,0.00,26,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10141,6.73,0.00,30,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10157,11.60,0.00,11,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10218,18.64,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10285,12.04,0.00,5,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10329,18.89,0.00,31,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10361,11.31,0.00,24,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10362,22.62,0.00,4,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10363,15.92,0.00,23,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10364,19.20,0.00,32,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10368,12.53,0.00,4,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10370,12.36,0.00,5,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10371,17.28,0.00,5,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10372,17.59,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10373,18.41,0.00,28,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10374,11.02,0.00,22,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10377,15.92,0.00,13,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10381,9.00,0.00,29,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10388,21.90,0.00,30,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10545,13.41,0.00,11,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10546,12.78,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10547,14.04,0.00,9,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10548,16.13,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10549,12.36,0.00,12,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10550,8.39,0.00,13,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10553,14.04,0.00,2,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10554,23.67,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10559,19.83,0.00,12,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10561,22.55,0.00,12,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10719,12.56,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10727,24.42,0.00,22,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10728,14.28,0.00,12,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10729,12.36,0.00,37,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10734,14.87,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10743,10.13,0.00,9,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10744,14.65,0.00,15,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10775,28.18,0.00,12,FRAM PRO CABIN AIR FILTER,
Fram,FPCF10930,12.84,0.00,3,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11171,19.30,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11173,9.22,0.00,16,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11174,8.39,0.00,8,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11175,16.75,0.00,15,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11176,8.39,0.00,12,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11177,16.09,0.00,4,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11183,20.11,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11663,18.84,0.00,11,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11668,17.77,0.00,8,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11775,8.66,0.00,9,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11776,10.27,0.00,2,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11809,16.09,0.00,9,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11811,14.47,0.00,7,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11819,19.79,0.00,25,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11920,13.32,0.00,5,FRAM PRO CABIN AIR FILTER,
Fram,FPCF11966,11.61,0.00,4,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8109A,10.63,0.00,43,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8110A,27.27,0.00,25,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8327A,17.00,0.00,6,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8392A,13.77,0.00,28,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8603A,15.20,0.00,11,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8631A,17.60,0.00,2,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8644A,17.17,0.00,13,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8718A,15.08,0.00,11,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8791A,40.17,0.00,27,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8804A,9.37,0.00,24,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8813A,12.01,0.00,26,FRAM PRO CABIN AIR FILTER,
Fram,FPCF8921A,6.97,0.00,30,FRAM PRO CABIN AIR FILTER,
Fram,FPCF9118A,30.19,0.00,10,FRAM PRO CABIN AIR FILTER,
Fram,FPCF9119A,10.90,0.00,12,FRAM PRO CABIN AIR FILTER,
Fram,FPCF9597A,17.30,0.00,8,FRAM PRO CABIN AIR FILTER,
Fram,FPS10060,5.20,0.00,87,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS10575,5.62,0.00,86,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS16,6.46,0.00,69,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS2,5.66,0.00,84,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS2870A,5.56,0.00,23,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3387A,5.06,0.00,90,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3506,5.03,0.00,87,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3593A,5.25,0.00,88,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3600,5.54,0.00,90,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3614,4.83,0.00,30,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3682,5.47,0.00,42,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3786,18.59,0.00,90,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3976A,14.22,0.00,120,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS3980,5.41,0.00,63,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS4386,5.25,0.00,39,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS4967,4.90,0.00,58,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS5,7.40,0.00,89,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS6607,4.83,0.00,32,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS7317,4.83,0.00,3,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS8481,10.29,0.00,20,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS8A,7.32,0.00,88,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS9018,9.91,0.00,88,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS9100,7.51,0.00,42,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS9641,9.93,0.00,25,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS9688,5.18,0.00,37,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS9837,5.29,0.00,42,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS9972,10.92,0.00,40,FRAM PRO SYNTHETIC OIL FI,
Fram,FPS9999,11.02,0.00,24,FRAM PRO SYNTHETIC OIL FI,
Fram,FT1013A,28.82,0.00,8,TRANSMISSION REG,
Fram,FT1017A,4.95,0.00,21,TRANSMISSION REG,
Fram,FT1019A,20.49,0.00,7,TRANSMISSION REG,
Fram,FT1020A,7.31,0.00,24,TRANSMISSION REG.,
Fram,FT1021A,4.39,0.00,20,TRANSMISSION REG.,
Fram,FT1024A,5.37,0.00,3,TRANSMISSION REG.,
Fram,FT1027A,5.37,0.00,14,TRANSMISSION REG.,
Fram,FT1028A,3.96,0.00,6,TRANSMISSION REG.,
Fram,FT1033B,5.37,0.00,12,TRANSMISSION REG.,
Fram,FT1034A,15.86,0.00,1,TRANSMISSION REG.,
Fram,FT1037A,6.60,0.00,6,TRANSMISSION REG.,
Fram,FT1039A,5.37,0.00,25,TRANSMISSION REG.,
Fram,FT1047A,10.57,0.00,6,TRANSMISSION REG.,
Fram,FT1048A,6.60,0.00,6,TRANSMISSION REG.,
Fram,FT1054A,7.75,0.00,3,TRANSMISSION FILTER KIT,
Fram,FT1055A,7.75,0.00,3,TRANSMISSION REG.,
Fram,FT1056A,7.75,0.00,8,TRANSMISSION REG.,
Fram,FT1057C,12.33,0.00,3,TRANSMISSION REG.,
Fram,FT1062,15.86,0.00,1,TRANSMISSION REG.,
Fram,FT1063A,17.71,0.00,1,TRANSMISSION FILTER KIT,
Fram,FT1065A,9.78,0.00,5,TRANSMISSION REG.,
Fram,FT1070A,9.78,0.00,3,TRANSMISSION FILTER KIT,
Fram,FT1072A,15.86,0.00,6,TRANSMISSION REG.,
Fram,FT1073B,15.86,0.00,7,TRANSMISSION REG.,
Fram,FT1074A,13.48,0.00,37,TRANSMISSION REG,
Fram,FT1076,17.62,0.00,1,TRANSMISSION REG.,
Fram,FT1077,13.48,0.00,2,TRANSMISSION REG.,
Fram,FT1083A,19.38,0.00,10,TRANSMISSION REG.,
Fram,FT1087B,15.86,0.00,10,TRANSMISSION REG.,
Fram,FT1088A,15.86,0.00,1,TRANSMISSION REG.,
Fram,FT1094,25.46,0.00,4,TRANSMISSION REG.,
Fram,FT1099A,11.01,0.00,2,TRANSMISSION REG.,
Fram,FT1102A,19.38,0.00,8,TRANSMISSION REG.,
Fram,FT1105A,15.86,0.00,3,TRANSMISSION REG.,
Fram,FT1112A,13.48,0.00,2,TRANSMISSION REG.,
Fram,FT1115B,21.53,0.00,3,TRANSMISSION REG,
Fram,FT1121A,15.86,0.00,8,TRANSMISSION REG.,
Fram,FT1122A,9.25,0.00,33,TRANSMISSION REG.,
Fram,FT1123,19.38,0.00,2,TRANSMISSION REG.,
Fram,FT1124,21.15,0.00,3,FFT1130SSION REG.,
Fram,FT1129A,13.48,0.00,8,TRANSMISSION REG.,
Fram,FT1130A,24.93,0.00,11,TRANSMISSION REG.,
Fram,FT1131A,22.91,0.00,7,TRANSMISSION REG.,
Fram,FT1134,18.06,0.00,1,TRANSMISSION REG.,
Fram,FT1141A,10.08,0.00,4,TRANSMISSION REG.,
Fram,FT1142,19.38,0.00,3,TRANSMISSION REG.,
Fram,FT1143A,18.06,0.00,6,TRANSMISSION REG.,
Fram,FT1144A,17.62,0.00,4,TRANSMISSION REG.,
Fram,FT1145,37.89,0.00,2,TRANSMISSION REG.,
Fram,FT1146A,15.41,0.00,11,TRANSMISSION REG.,
Fram,FT1149,22.91,0.00,2,TRANSMISSION REG.,
Fram,FT1150,19.38,0.00,4,TRANSMISSION REG.,
Fram,FT1153,17.62,0.00,1,TRANSMISSION REG.,
Fram,FT1155,12.77,0.00,2,TRANSMISSION REG.,
Fram,FT1158,12.77,0.00,7,TRANSMISSION REG.,
Fram,FT1159,19.41,0.00,1,TRANSMISSION REG.,
Fram,FT1162,14.77,0.00,1,TRANSMISSION REG.,
Fram,FT1164A,16.74,0.00,5,TRANSMISSION REG.,
Fram,FT1166,20.49,0.00,10,TRANSMISSION REG.,
Fram,FT1167A,17.17,0.00,13,TRANSMISSION REG.,
Fram,FT1169A,18.50,0.00,5,TRANSMISSION REG.,
Fram,FT1170,25.55,0.00,5,TRANSMISSION REG.,
Fram,FT1172,27.15,0.00,5,TRANSMISSION REG.,
Fram,FT1181,14.96,0.00,13,TRANSMISSION REG.,
Fram,FT1186,22.91,0.00,4,TRANSMISSION REG.,
Fram,FT1187,22.02,0.00,13,TRANSMISSION REG.,
Fram,FT1191A,20.01,0.00,2,TRANSMISSION REG.,
Fram,FT1193,15.41,0.00,3,TRANSMISSION REG.,
Fram,FT1196,15.41,0.00,3,TRANSMISSION REG.,
Fram,FT1197A,21.50,0.00,2,TRANSMISSION REG.,
Fram,FT1203A,16.74,0.00,23,TRANSMISSION FILTER,
Fram,FT1206A,21.86,0.00,13,TRANSMISSION FILTER,
Fram,FT1210,18.06,0.00,17,TRANSMISSION REG.,
Fram,FT1211,20.35,0.00,3,TRANSMISSION REG.,
Fram,FT1214,41.66,0.00,4,TRANSMISSION REG.,
Fram,FT1215,21.15,0.00,1,TRANSMISSION REG.,
Fram,FT1216A,30.44,0.00,7,TRANSMISSION REG.,
Fram,FT1217B,16.35,0.00,48,TRANSMISSION REG.,
Fram,FT1220,13.24,0.00,8,TRANSMISSION REG.,
Fram,FT1222,29.08,0.00,8,TRANSMISSION REG.,
Fram,FT1223A,29.08,0.00,49,TRANSMISSION FILTER,
Fram,FT1224,21.15,0.00,10,trans. filter kit-passcar,
Fram,FT1225,17.62,0.00,4,TRANSMISSION FILTER KIT,
Fram,FT1226,26.14,0.00,4,TRANSMISSION REG.,
Fram,FT1227,18.65,0.00,4,TRANSMISSION REG.,
Fram,FT1228,31.11,0.00,4,TRANSMISSION REG.,
Fram,FT1230,31.27,0.00,4,TRANSMISSION FILTER - KIT,
Fram,FT1232,22.37,0.00,6,TRANSMISSION FILTER KIT,
Fram,FT1233,19.82,0.00,13,TRANSMISSION FILTER KIT,
Fram,FT1235,22.60,0.00,9,TRANSMISSION FILTER KIT,
Fram,FT1238,46.83,0.00,4,TRANSMISSION FILTER KIT,
Fram,FT1240,29.15,0.00,11,TRANSMISSION FILTER KIT,
Fram,FV163,2.25,0.00,41,PCV,
Fram,FV171,4.93,0.00,1,PCV,
Fram,FV178,2.51,0.00,28,PCV,
Fram,FV181,2.10,0.00,10,PCV,
Fram,FV182,2.08,0.00,1,PCV,
Fram,FV183,2.06,0.00,7,PCV,
Fram,FV184,2.02,0.00,91,PCV,
Fram,FV187,1.27,0.00,1,USE FV178,
Fram,FV191,2.48,0.00,16,PCV,
Fram,FV196,1.13,0.00,1,USE FV224,
Fram,FV198,2.51,0.00,24,PCV,
Fram,FV200,2.12,0.00,5,PCV,
Fram,FV202,2.48,0.00,17,PCV,
Fram,FV209,2.28,0.00,6,PCV,
Fram,FV218,2.54,0.00,11,PCV,
Fram,FV223,2.45,0.00,5,PCV,
Fram,FV231,2.29,0.00,5,PCV,
Fram,FV264,2.00,0.00,16,PCV,
Fram,FV266,4.69,0.00,5,PCV,
Fram,FV270,2.00,0.00,1,PCV,
Fram,FV275,1.89,0.00,5,PCV,
Fram,FV279,2.28,0.00,15,PCV,
Fram,FV281,2.51,0.00,13,PCV,
Fram,FV289,2.45,0.00,11,PCV,
Fram,FV290,2.07,0.00,1,PCV,
Fram,FV292,2.82,0.00,2,PCV,
Fram,FV294,2.36,0.00,13,PCV,
Fram,FV295,2.45,0.00,16,PCV,
Fram,FV299,2.36,0.00,33,PCV,
Fram,FV301,2.67,0.00,11,PCV,
Fram,FV305DP,1.82,0.00,2,PCV DP,
Fram,FV306,2.45,0.00,1,PCV,
Fram,FV307,4.89,0.00,1,PCV,
Fram,FV308,3.76,0.00,2,PCV,
Fram,FV309,2.36,0.00,6,PCV,
Fram,FV313,1.82,0.00,3,PCV,
Fram,FV314,2.19,0.00,7,PCV,
Fram,FV322DP,6.98,0.00,1,PCV DP,
Fram,FV323,6.36,0.00,5,PCV,
Fram,FV324,2.82,0.00,11,PCV,
Fram,FV332,2.36,0.00,5,PCV,
Fram,FV333,4.58,0.00,1,PCV,
Fram,FV335,4.64,0.00,5,PCV,
Fram,FV336DP,3.76,0.00,2,PCV DP,
Fram,FV338DP,2.51,0.00,6,PCV DP,
Fram,FV341,2.30,0.00,1,PCV,
Fram,FV345,4.56,0.00,5,PCV,
Fram,FV346,2.60,0.00,9,PCV,
Fram,FV348,2.67,0.00,17,PCV,
Fram,FV349,3.92,0.00,9,PCV,
Fram,FV350,2.36,0.00,14,PCV,
Fram,FV352,5.11,0.00,11,PCV,
Fram,FV353,2.91,0.00,9,PCV,
Fram,FV366,6.81,0.00,12,PCV,
Fram,FV368,5.11,0.00,6,PCV,
Fram,FV371,2.32,0.00,4,PCV,
Fram,FV373,3.76,0.00,1,PCV,
Fram,FV375,2.57,0.00,4,PCV,
Fram,FV378,3.72,0.00,10,PCV,
Fram,FV379,2.82,0.00,15,PCV,
Fram,FV380,3.46,0.00,48,PCV,
Fram,FV384,3.28,0.00,33,PCV,
Fram,FV385,1.98,0.00,10,PCV,
Fram,FV388,3.58,0.00,17,PCV,
Fram,FV391,2.48,0.00,4,PCV,
Fram,FV392,6.25,0.00,8,PCV,
Fram,FV393,2.23,0.00,12,PCV,
